,birth_date,gender,area,title,specialization,salary,education_level,education,language,experience,skill_set,skills
59,34,Женщина,Турция,"Методолог, смысловик, продюсер онлайн школ",Руководитель проектов,,Высшее образование,4,"['Русский', 'Английский']",1,"[""['Маркетинговая стратегия'"", "" 'Запуск новых продуктов'"", "" 'Организаторские навыки'"", "" 'Управление проектами'"", "" 'Управление бизнес процессами'"", "" 'Грамотность'"", "" 'Тактичность'"", "" 'Подбор персонала'"", "" 'Работа с большим объемом информации'"", "" 'Ответственность'"", "" 'юмор'"", "" 'SMM'"", "" 'Разработка стратегии продвижения продуктов'"", "" 'Управление интернет-проектами'"", "" 'Командообразование'"", "" 'Психология продаж'"", "" 'Копирайтинг'"", "" 'Написание текстов'"", "" 'Написание рекламных сценариев'"", "" 'Деловая переписка'"", "" 'Деловое общение'"", "" 'Навыки продаж']""]","Результаты PAEI теста: https://paei.denero.ru/19/nXmrIQ 
21 факт обо мне в цифрах
1. я с 15 лет изучаю психологию, это помогает мне “видеть” и понимать людей, их истинные потребности и мотивы, я могу залезать в голову к аудитории, чтобы понять что им нужно на самом деле и поэтому хорошо продаю и делаю цепляющий маркетинг
2. Совокупный опыт в продажах 17 лет 
3. 6 лет я в управлении диджитал проектами и смм: я продвигала коммерческие блоги и консультировала экспертов по личному брендингу и имиджу в сети, была комьюнити - менеджером женской школы бизнеса и по совместительству менеджером по продажам продуктов этой школы и организатором бизнес-завтраков, запускала инфопродукты. Опыт разносторонний и многогранный, это расширило мой кругозор и масштаб мышления
4. 100 человек  - такое количество гостей было на моем авторском мероприятии в измайловском кремле с угощением, развлекательной программой, фотозоной с фотографом , струнным квартетом и все это по бартеру. Когда я рассказываю этот кейс ивентщикам, они бывают шокированы словом “бартер”, говорят, что за это люди вообще-то деньги платят, чтобы купить подрядчиков, помещение и тд. У меня не было бюджета и мне никто не сказал, что нельзя договариваться, поэтому я сделала то, что умею: договорилась и продала каждому подрядчику идею почему ему это нужно им, а не мне)
5. 8 лет в юриспруденции подарили мне супер прокачанный скилл переговоров, умения убеждать и защищиать свою позицию. А также умение посмотреть на ситуацию с разных сторон, развили критическое мышление: всегда, когда у меня есть мнение, я представляю, что у меня также есть оппонент с противоположным мнением и смотрю на ситуацию его глазами, выявляя слабые места в моей позиции, что позволяет мне их закрывать, нивелируя риски
6. 1 000 000 кстати, столько я однажды отсудила у сети аптек 36, 6 в арбитражном суде города Москвы. Почему это тут? Потому что я не боюсь больших денег и являюсь для них проводником, ведь деньги достались моему работодателю, а не мне))
7. 1 год мес интенсивной терапии в плане денег и моих взаимоотношений с ними также благотворно повлияли на масштаб моей личности так, что теперь я готова идти в крупные проекты и зарабатывать для них и себя большие деньги. Понимая как важно проработать отношения с деньгами для бизнеса, я сделала это!
8. 6 лет работы с психологами , коучами и психотерапевтами в целом хорошо вырастили меня как личность, я стала более осознанной и уважающей, что важно для бизнеса и партнерства
9. 6 лет - к этой планке близится мое погружение в бизнес, все это время я работаю на себя, я предприниматель уже 6 лет, за которое бывало всякое. Неудач было больше и это хорошо, больше я не повторяла ошибок
10. 3 года я занимаюсь развитием онлайн школ, за это время у меня было:
11. 3 удачных запуска (ниши рисование акварелью, инвестиции, саморазвитие - сотрудничество с блогером миллионником - звездой)
12. 7 неудачных запусков (ниши: коучинг для руководителей, сексология, бьюти  b2b сегмент, психология денег (саморазвитие), акселератор диджитал агентств, тик ток, удаленные профессии)
13. 2 неудачных опыта работы с блогерами: 1 по запуску, 2 по продвижению личного бренда через выступления
14. 1 недоделанное агентство/продюсерский центр - собственный бизнес, на который не хватило ресурса. Что значит, что я могу выстраивать бизнес - процессы/управлять бизнесом, понимаю как это работает
15. 1 доделанное обучение для проджектов - продюсеров моего агентства, по которому я учила их делать запуски, учила под себя и также продавала и продаю этот материал на входящие запросы. Что значит, что я могу и умею обучать людей, структурировать информацию.
16. 227 708 р - столько заработала моя ученица, которая делала запуск по моей методе с 0. Это значит, что алгоритм работает не только для внутреннего обучения, но и снаружи имеет подтвержденный результат
17. 5 месяцев выгорания, которое я преодолела и теперь контролирую этот вопрос, так что не сольюсь где-то посередине от усталости
18. 6,5 лет как я  - мать, здесь полностью раскрылся ресурс тайм- менеджемента и продуктивности на час работы, так что я работаю быстро и качественно делаю с 1 раза, чтобы потом не переделывать
19. 4 потока марафона любви к себе по 30 человек в среднем на каждом  - такой результат моего собственного инфопродукта. Марафон был бесплатным и собирала я его через блог, в котором было около 500 человек + реклама у блогеров в минимальных объемах, в основном органика. Так что я действительно знаю как работать на минимальных охватах и бюджетах, а еще хорошо выявляю потребность аудиториии доношу смыслы
20. 6 курсов и тренингов я прошла за последние 5 лет не считая мелких методичек и мини-курсов. Это бэкграунд моего мозга, что позволяет быстро ориентироваться в разных ситуациях и видеть невидимое
21. 100 человек - примерная цифра людей, которых я наняла в проекты за 3 года в продюсировании, количество стажировок и собеседований считать страшно)
"
60,43,Мужчина,Турция,Backend engineer,"Программист, разработчик",,Высшее образование (Бакалавр),1,"['Русский', 'Английский']",1,"[""['CSS'"", "" 'MySQL'"", "" 'Git'"", "" 'ООП'"", "" 'Ajax'"", "" 'Laravel'"", "" 'Bootstrap'"", "" 'JSON'"", "" 'XML'"", "" 'JavaScript'"", "" 'PHP'"", "" 'Веб-программирование'"", "" 'HTML'"", "" 'CMS Wordpress'"", "" 'API']""]","Чем я могу быть Вам полезен:
- разработка сайтов с нуля (на фреймворке, CMS или на самописной системе); 
- доработка/добавление функционала независимо от платформы сайта;
- разработка зоны администратора сайта, CRM системы и других нестандартных решений; 
- доработка и настойка плагинов для разных CMS
работа с WordPress, Joomla и с другими движками.
Технологии с которыми я работаю:
Основные: PHP, JavaScript, HTML, CSS, Git, MySQL
Дополнительно: LESS, Sass, Webpack, WordPress, Vue.js.
Мои работы и проекты:
https://vezemkolesa.ru/
https://biggame.ru/
https://fz2020.ru/
https://pv-foto.ru
"
61,23,Женщина,Армения,UX/UI дизайнер,"Дизайнер, художник",,Неоконченное высшее образование,,"['Русский', 'Английский', 'Немецкий']",0,"[""['Adobe Illustrator'"", "" 'Adobe Photoshop'"", "" 'Adobe XD'"", "" 'Web-дизайн'"", "" 'Адаптивный дизайн'"", "" 'Атомарный дизайн'"", "" 'Figma'"", "" 'Продуктовый дизайн'"", "" 'User Flow'"", "" 'Usability Testing'"", "" 'MVP'"", "" 'Customer Journey Map'"", "" 'User Research'"", "" 'Information Architecture'"", "" 'User Interface Design'"", "" 'Graphic Design'"", "" 'Copywriting'"", "" 'Rapid Prototyping'"", "" 'Personas'"", "" 'Wireframes'"", "" 'Experience Maps'"", "" 'Scenarios'"", "" 'User Journeys'"", "" 'User-centered Design'"", "" 'Responsive Web Design'"", "" 'Sketching'"", "" 'Interaction Design'"", "" 'Adaptive Web Design'"", "" 'Visual Design'"", "" 'Illustration']""]","Я умею делать сложные и насыщенные информацией интерфейсы удобными, понятными и привлекательными. 
Работаю с такими инструментами как Figma, Adobe XD, Photoshop, Illustrator, Tilda. Но в разработке интерфейсов предпочтение отдаю Figma. Виртуозно владею компонентами, стилями, auto layouts, variants
 
Мои hard skills кратко и емко:
- Атомарный дизайн
- Адаптивный дизайн
- MVP
- Прототипирование
- Скетчинг
- User Flow
- Use Cases
- User Story
- CJM
- JTBD
- Формулирование гипотез и их проверка
- Юзабилити тестирования
- Исследование целевой аудитории и конкурентов
- Портреты пользователей
- Карты эмпатий
- Кликабельные прототипы
- UI kit
- Разработка и поддержка дизайн-системы
- Библиотека компонентов
- Паттерны пользователей
- Принципы юзабилити
- Визуальный дизайн
- Копирайтинг
- Типографика
- Иллюстрация
Мои soft skills:
- Эмпатия
- Эффективная коммуникация
- Публичные выступления
- Непредвзятость
- Открытость новым знаниям
- Способность к адаптации
- Умение работать в команде
- Тайм-менеджмент
- Развитый эмоциональный интеллект
- Организованность
- Креативность
- Знание английского языка на уровне B1
- Умение соблюдать баланс между жизнью и работой
- Готовность самостоятельно принимать решения
- Стремление к профессиональному развитию
- Инициативность
- Вовлеченность"
62,56,Мужчина,Турция,Инженер-конструктор удаленная работа,"Инженер-конструктор, инженер-проектировщик",,Высшее образование,29,"['Русский', 'Испанский']",0,"[""['AutoCAD'"", "" 'Tekla BIM'"", "" 'NormCAD'"", "" 'SCAD'"", "" 'Tekla Structures'"", "" 'Разработка проектной документации'"", "" 'Проведение расчетов на прочность'"", "" 'Ответственность'"", "" 'Visual Basic'"", "" 'Autodesk Robot'"", "" 'ПГС'"", "" 'Расчет и проектирование в программах 3D моделирования'"", "" 'Разработка рабочей документации'"", "" 'Расчетный комплекс Лира'"", "" 'Разработка КМ'"", "" 'Разработка КМД'"", ' \'""Ручной"" расчет\'', "" 'Эскизирование'"", "" 'Idea Statica'"", "" 'Разработка КЖ'"", "" 'STAAD Pro']""]","Спокойный, настроен на результат, довожу начатое до конца, честный. Не курю и не употребляю спиртного.
"
63,29,Мужчина,Турция,Начальник производства / Директор производства,Начальник производства,,Высшее образование,,"['Русский', 'Английский']",0,"[""['1С: Управление Производственным Предприятием'"", "" 'Компас 3D'"", "" 'Search Engine Marketing'"", "" 'MS Office'"", "" 'AutoCAD'"", "" 'Консультант плюс'"", "" 'Английский язык'"", "" 'Водительское удостоверение категории B'"", "" 'Деловая переписка'"", "" 'Организаторские навыки'"", "" 'Google Docs'"", "" 'Python'"", "" 'SQL'"", "" 'ERP-системы на базе 1С'"", "" 'SolidWorks'"", "" 'Bitrix24']""]","- Управление коллективом 100 человек
- Аттестация ВИК 2 уровень 
- Аттестован в качестве эксперта-аудитора внутренних проверок системы менеджмента качества 
- Повышение квалификации в учебном центре HGG Group (Нидерланды) 
- А.1 Основы промышленной безопасности 
- Б.9.31. Эксплуатация опасных производственных объектов, на которых применяются подъемные сооружения, предназначенные для подъема и перемещения грузов
- Максимально эффективное планирование рабочего дня
- Не испытываю сложностей при общении с людьми любого статуса
- Готовность к работе в режиме ненормированного рабочего дня
- Легко адаптируюсь к новым условиям труда"
64,24,Женщина,Турция,Администратор,Администратор,,Образование,[],"['Русский', 'Английский', 'Украинский']",0,"[""['Работа с людьми'"", "" 'Стрессоустойчивость'"", "" 'Работа в команде'"", "" 'Работоспособность'"", "" 'Пунктуальность'"", "" 'Исполнительность'"", "" 'Ответственность'"", "" 'Жизнерадостность'"", "" 'Работа с кассой']""]","Общительная, люблю активные прогулки ,в свободное от работы время занимаюсь ногтевым сервисом .Готова к работе ,не люблю сидеть на месте .Умею расставлять приоритеты и стремлюсь к профессиональному развитию.Оптимист по жизни)"
65,42,Мужчина,Турция,Программист Java (junior),"Программист, разработчик",,Высшее образование,,"['Русский', 'Английский', 'Итальянский', 'Турецкий']",1,"[""['Git'"", "" 'Spring Framework'"", "" 'Linux'"", "" 'Intellij IDEA'"", "" 'ООП'"", "" 'SQL'"", "" 'Java'"", "" 'Hibernate'"", "" 'Asterisk'"", "" 'Android Studio'"", "" 'HTML'"", "" 'Gosu'"", "" 'Atlassian Jira'"", "" 'Работа в команде']""]","В школьные годы увлекался программированием на бейсике. С 1997 по 2008 работал оператором и видеомонтажером на кабельном тв. В 2002 - 2010 моим хобби была сборка, настройка и ремонт компьютеров для друзей и знакомых. С 2008 по 2021 год работал специалистом по госзакупкам в московской школе. Обрабатывал заявки сотрудников, вел закупки малого объема, настраивал рабочие места для работы с электронными закупками. В конце 2020 решил сменить сферу деятельности и вернуться к увлечению юности - программированию. Пытался самостоятельно изучать основы языков Java и Python. В феврале 2021 принял решение пройти обучение в GeekBrains по специальности Java - разработка. В 2022 получил диплом о профессиональной переподготовке. В настоящее время работаю в компании Интего Софтвер в качестве джуниор разработчика на языке Gosu (основан на Java похож на Kotlin).  Ищу работу с начальным уровнем или рассматриваю варианты стажировки, для закрепления своих знаний и постоянной практики в написании кода в рабочих проектах
Telegram для связи: @Renat_Mavlikhanov"
66,41,Женщина,Турция,"Менеджер по продажам B2B, специалист по сертификации продукции",Специалист по сертификации,,Высшее образование,14,"['Русский', 'Английский', 'Немецкий', 'Французский']",0,"[""['Ведение переговоров'"", "" 'Пользователь ПК'"", "" 'Ведение клиентской базы'"", "" 'Деловое общение'"", "" 'Навыки работы с первичной документацией'"", "" 'Организаторские навыки'"", "" 'Подготовка коммерческих предложений'"", "" 'Грамотная речь'"", "" 'Управление продажами'"", "" 'Активные продажи'"", "" 'Холодные продажи'"", "" 'Телефонные переговоры'"", "" 'Свободное знание английского языка'"", "" 'Поиск и привлечение клиентов']""]","Коммуникабельность, ответственность, организаторские способности, целеустремленность, стрессоустойчивость, знание языков
"
67,23,Мужчина,Турция,Начинающий специалист,"Оператор call-центра, специалист контактного центра",,Среднее специальное образование,,"['Русский', 'Английский']",1,"[""['Исполнительность'"", "" 'Эффективное решение проблем'"", "" 'Грамотная речь'"", "" 'Умение расставлять приоритеты'"", "" 'Пользователь ПК'"", "" 'Стрессоустойчивость'"", "" 'Управление персоналом'"", "" 'Обучение персонала']""]","Добрый день! 
Меня зовут Алиев Эльшат, мне 21 год.
Окончил архитектурный колледж в прошлом году, сейчас учусь на UX/UI дизайнера.
Работал в гостиничном бизнесе с 2016 года.
Сейчас мне потребовалась удаленная работа из-за учебы, и я с радостью хотел бы попробовать в дальнейшем развиваться в данной сфере."
68,28,Женщина,Турция,Senior Designer (Lead),"Дизайнер, художник",,Высшее образование,,"['Русский', 'Английский']",1,"[""['Дизайн'"", "" 'Управление проектами'"", "" 'Организаторские навыки'"", "" 'Работа в команде'"", "" 'Adobe Photoshop'"", "" 'Adobe Illustrator'"", "" 'V-Ray'"", "" 'Дизайн интерьера'"", "" 'Визуализация'"", "" 'ArchiCAD'"", "" 'Adobe InDesign'"", "" 'Web-дизайн'"", "" 'ZBrush'"", "" 'SketchUp'"", "" 'Figma'"", "" '3D Моделирование'"", "" '2D художник'"", "" 'Полиграфический дизайн'"", "" 'Графический планшет'"", "" '3ds Max'"", "" '3D-графика'"", "" 'Графический дизайн'"", "" 'Рисунок'"", "" 'MS PowerPoint'"", "" 'Пользователь ПК'"", "" 'Водительское удостоверение категории B'"", "" 'Adobe Lightroom'"", "" 'Креативность'"", "" 'Подготовка презентаций'"", "" 'Иллюстрация']""]","Моя страсть построение и систематизация работы в отделах дизайна. Способы постановки задач, целей и направлений развития. У меня всегда много идей и способов их реализации. 
В последнее время я была сосредоточена на создании фирменного стиля франшизной сети и отработке создания проектов торговых точек. 
Мною создано более 100 проектов торговых точек в городах России и зарубежья, разработан брендбук сети и внутренние регламенты ведения работы.
Эти навыки включают весь спектр построения дизайн системы и визуального представления бренда. 
Я ищу работу, которая станет частью моей жизни. Так как я всегда погружаюсь с головой во все свои задачи и пропуская их через себя, как через клиента, предпринимателя и сотрудника, что на мой взгляд всегда позволяет получить наилучший результат. Я ценю самостоятельность и профессиональную свободу в команде. Высокий уровень знания программ, опыт в коммуникации и творческий подход помогают мне общаться с коллегами на одном языке.
Мои суперспособности это - многозадачность и скорость.
В жизни я из тех людей, которым не сидится на месте. У меня всегда есть планы и идеи для своего личного развития и роста. 
Люблю общаться, знакомиться с новыми людьми.
Сейчас я с семьей, мужем и двумя детьми, живем в Турции, у моря. В связи с этим я рассматриваю только удаленную работу.
Мы любим путешествовать и находиться на природе. В свободное время я катаюсь на велосипеде, учу языки, занимаюсь йогой и творчеством.
На данный момент я работаю над своим портфолио, буду рада представить его вам по запросу и пообщаться лично на собеседовании. Со мной можно связаться по почте или через WhatsApp по указанному в профиле номеру телефона.
Благодарю за внимание, буду рада сотрудничеству."
69,24,Мужчина,Турция,"Креатор, SMM-менеджер, Контент-менеджер","Арт-директор, креативный директор",,Высшее образование,,"['Русский', 'Английский']",1,"[""['SMM'"", "" 'Наполнение контентом'"", "" 'Пользователь ПК'"", "" 'Грамотная речь'"", "" 'Деловая переписка'"", "" 'Английский язык'"", "" 'Работа с большим объемом информации'"", "" 'Умение работать в команде'"", "" 'Internet'"", "" 'Музыкальная журналистика'"", "" 'Грамотность'"", "" 'Написание текстов'"", "" 'Работа в команде'"", "" 'Social Media Marketing'"", "" 'Организаторские навыки'"", "" 'Деловое общение'"", "" 'Поиск информации в интернет'"", "" 'Adobe Photoshop'"", "" 'Организация мероприятий'"", "" 'Ориентация на результат'"", "" 'Управление проектами'"", "" 'Руководство коллективом'"", "" 'Креативность']""]","Закончил Первый МГМУ им. Сеченова по специальности фармация и БВШД по базовому курсу маркетинга.
Знаю английский язык.
Умею искать и реализовывать креативные идеи во всех направлениях digital-проектов, генерировать большое количество контента, организовывать работу команды и находить классных специалистов под разного рода задачи. «Чувствую» аудиторию и знаю, какой контент сработает лучше в каждой ситуации.
Активность и инициативность. Выше указаны основные достижения на месте работы (около 50%). Я также принимал участие в большом количестве сторонних проектов как на основных местах работы, так и вне их. Работал с артистами и блогерами разной величины (занимался разработкой креативов, промо-кампаний и новых форматов контента),  принимал участие в турах музыкантов, организовывал концерты и клубные шоу, участвовал в организации и съемке музыкальных клипов и многое другое.
Обладаю аналитическим складом ума, высокой стрессоустойчивостью и терпением. Не имею вредных привычек. 
Дополнительные сведения. Обладаю обширными знаниями в музыкальной индустрии России и стран СНГ и особенностях местной музыкальной культуры и субкультуры. Имею развитый навык оценки настроения музыкальных произведений и широкий музыкальный кругозор. Увлекаюсь поп-культурой: видеоиграми, кино, гаджетами и другим.
"
70,34,Male,Turkey,"Logistic, procurement manager ",Other,,Education,[],"['Turkish', 'Arabic', 'English', 'Russian']",1,"[""['Executive capacity'"", "" 'Logistics Operation'"", "" 'Safety & Security producers'"", "" 'Leadership Skills'"", "" 'Procurement Management'"", "" 'Time management'"", "" 'Business English'"", "" 'Organization Skills'"", "" 'Teamleading'"", "" 'MS Outlook'"", "" 'Flexibility and problem-solving'"", "" 'Organization and planning'"", "" 'Fleet Management'"", "" 'Development'"", "" 'Logistics outsourcing']""]","To have a challenging position that will utilize my experience and unique abilities. A high impact leadership position requiring creative and innovative approaches to problem solving, strategy development and fulfillment of my personal goals."
71,28,Мужчина,Турция,Front-end Developer (Vue / React),"Программист, разработчик",,Высшее образование,0,"['Русский', 'Английский']",1,"[""['HTML53'"", "" 'CSS33'"", "" 'Git3'"", "" 'CSS3'"", "" 'Ajax3'"", "" 'jQuery3'"", "" 'MySQL3'"", "" 'vuex3'"", "" 'axios3'"", "" 'vue.js3'"", "" 'Node.js1'"", "" 'Express.js1'"", "" 'MongoDB1'"", "" 'react'"", "" 'JavaScript3'"", "" 'PHP3'"", "" 'HTML3'"", "" 'Adobe Photoshop3'"", "" 'SCSS3'"", "" 'CMS Wordpress3'"", "" 'vuetify3'"", "" 'vue-router3'"", "" 'Phaser1']""]","Ключевые навыки:
- JavaScript, VueJS (Vuetify, VueMaterial) – 3 года коммерческой разработки;
- HTML, CSS (BootStrap), Less, SASS, SCSS;
- React (Mui) – опыт пет-проектов;
- основы TypeScript;
- небольшой опыт backend разработки на Node, Express, MongoDB (Mongoose), Handlebars и PHP, MySQL, WordPress;
- Canvas / Phaser.js;
- PhotoShop, Zeplin, Figma, Git.
Помимо frontend разработки, люблю писать игры на Canvas / Phaser.
Также интересуюсь backend’ом на Node (Express).
Пет проекты:
– https://toe-tic-tac-game.herokuapp.com/ | https://github.com/jhasuev/phaser-tic-tac-toe-game
– https://github.com/jhasuev/blast | https://jhasuev.github.io/blast/dist/
– https://github.com/jhasuev/tanks-game | https://jhasuev.github.io/tanks-game/
– https://github.com/jhasuev/space-shooter | https://jhasuev.github.io/space-shooter/
– https://github.com/jhasuev/blog-vue | https://jhasuev.github.io/blog-vue/dist/
– https://github.com/jhasuev/nodejs-blog
Пет-проекты на React:
- https://jhasuev.github.io/phonebook-react/build/ | https://github.com/jhasuev/phonebook-react
- https://github.com/jhasuev/react-learnign-todo
- https://github.com/jhasuev/weather-react | https://jhasuev.github.io/weather-react/build/index.html
"
72,40,Женщина,Турция,Журналист-копирайтер,"Журналист, корреспондент",,Высшее образование,9,"['Русский', 'Английский', 'Турецкий']",1,"[""['Ответственность'"", "" 'Грамотность'"", "" 'Креативность'"", "" 'Работа с большим объемом информации'"", "" 'Ориентация на результат']""]","Чтение — мое второе Я. Моя работа — отражение любимого занятия. Работаю с текстами во всех направлениях: читаю, пишу, корректирую, редактирую. В «багаже» инфостатьи, сео-тексты, продающие тексты, новостные статьи/пресс-релизы, посты для соц. сетей. Создаю текстовые прототипы сайтов/landing page. Составляю контент-стратегии и контент-планы. "
73,35,Female,Turkey,Manager,"Sales manager, account manager",,Higher education (bachelor),,"['Kazakh', 'English', 'Russian']",0,"[""['Negotiating'"", "" 'Business ethics'"", "" 'Team management'"", "" 'Excellent team player with good leadership skills'"", "" 'Flexibility and responsiveness'"", "" 'Time management'"", "" 'Knowledge of digital systems'"", "" 'Teamwork skills'"", "" 'Adaptability / Decisiveness'"", "" 'Hardworking']""]","Possession of good managerial and organizational skills; excellent communication and problem-solving skills; the ability to serve customers, along with the ability to solve a variety of tasks; ability to identify opportunities for saving and cutting costs; attention to detail; financial and accounting acumen; ability to find a way out of problem situations; high sense of responsibility and integrity."
74,29,Женщина,Турция,Менеджер проектов,Аналитик,,Высшее образование,1,"['Русский', 'Английский', 'Испанский']",1,"[""['MS Excel'"", "" 'Работа с большим объемом информации'"", "" 'Управление командой'"", "" 'Оптимизация бизнес-процессов'"", "" 'Работа с топ-спикерами"", "" GR'"", "" 'Agile Project Management'"", "" 'Глубинное интервью'"", "" 'Самоорганизация'"", "" 'Многозадачность'"", "" 'Устойчивое развитие / Sustainable Development'"", "" 'Python'"", "" 'Tableau'"", "" 'Data Analysis']""]","У меня большой опыт работы в стартапах, поэтому я не паникую, работая ""с нуля"".  Умею быстро определять и усиливать ценности продукта, а также вовремя перестраиваю работу по необходимости. Я всегда креативно подхожу к работе, ищу нестандартные подходы как к работе в целом, так и в отдельных проектах в частности. У меня высокий уровень самоорганизации, что позволяет мне эффективно работать дистанционно. Коллеги называют меня control freak и перфекционист, и я точно знаю, что не упущу ни одну мелочь. "
75,42,Female,Turkey,PMO Lead. Business Development and Project Management. Management Accounting.,Chief operating officer (COO),,Higher education,10,"['Russian', 'English', 'French']",0,"[""['Управление проектами'"", "" 'Английский язык'"", "" 'Business Analysis'"", "" 'Работа с большим объемом информации'"", "" 'Управление командой'"", "" 'Обучение персонала'"", "" 'Организаторские навыки'"", "" 'ERP'"", "" 'Разработка методологии управленческого учета'"", "" 'Формирование управленческой отчетности'"", "" 'Формирование бюджета'"", "" 'PMI'"", "" 'PMBOK'"", "" 'Project management'"", "" 'Sales Forecasting'"", "" 'PMP'"", "" 'Управление рисками'"", "" 'Бизнес-анализ'"", "" 'Management Accounting'"", "" 'Leadership Skills'"", "" 'People Management'"", "" 'Kanban'"", "" 'Asana'"", "" 'Salesforce'"", "" 'Моделирование бизнес процессов'"", "" 'Оптимизация бизнес-процессов'"", "" 'PMO'"", "" 'Операционное управление'"", "" 'English']""]","Fluent English. Basic French. Russian – native.
Team player as well as individual working. Deep understanding of business processes and ability to identify true targets. Capable of independent decision making."
76,28,Женщина,Турция,Digital дизайнер,"Дизайнер, художник",,Высшее образование (Магистр),0,"['Русский', 'Английский']",1,"[""['Adobe Photoshop'"", "" 'CSS'"", "" 'Figma'"", "" 'Пользователь ПК'"", "" 'HTML'"", "" 'Водительское удостоверение категории B'"", "" 'Работа с оргтехникой'"", "" 'Электронная почта'"", "" 'Работа с людьми'"", "" 'Умение планировать'"", "" 'Консультирование'"", "" 'Поиск информации в интернет'"", "" 'MS PowerPoint']""]","Опыт работы в дизайне 5 лет.
Навыки: 
- обработка фотоматериалов/ретушь
- разработка рекламных макетов/баннеров
- разработка карточек для маркетплейсов (OZON|Wildberries)
- создание TAPLINK
- ведение соцсетей: составление визуала ленты + контент
- создание дизайна группы ВК, ведение страницы
- присутствует чувство вкуса и стиля
- профессионально владею Photoshop|Figma, знакома с Coral|Illustrator
- владею подпиской на крупный стокер - гарантирую высокое разрешение работ.
Примеры работ прикрепила к резюме в разделе ""Портфолио"".
Интересует проектная или удаленная занятость."
77,31,Мужчина,Турция,Графический дизайнер,"Дизайнер, художник",,Высшее образование,4,"['Русский', 'Английский']",1,"[""['Adobe Photoshop'"", "" 'Adobe Illustrator'"", "" 'Adobe Flash'"", "" 'CorelDRAW'"", "" 'Графические редакторы'"", "" 'Пользователь ПК'"", "" 'Ведение групп в социальных сетях'"", "" 'Vegas Pro'"", "" 'Умение работать в команде']""]","Пунктуальный, внимательный, ответственный."
78,41,Male,Turkey,"Project manager, IT manager",Project manager,250000,Higher education,14,"['Russian', 'English', 'French']",1,"[""['Обучаемость']""]","MS Windows, HPUX.
Expert in usage and administration MS Windows и MS Office (MS Word, MS Excel, MS PowerPoint, MS Access, MS Project etc.).
MS SQL Server 2000, 2005, 2008 - installation, tuning, administration.
Programming skils: SQL, Pascal, VBA, Delphi, C, HTML, php.
HP servers administration.
Experience in load tesing systems IBM Rational Robot; HP LoadRunner.
Knowlege and usage of standarts (ГОСТ 34.x, Rational Unified Process (RUP)).
Used PMBOK in project management."
79,40,Женщина,Турция,Бухгалтер,Бухгалтер,,Среднее специальное образование,3,"['Русский', 'Немецкий', 'Турецкий']",0,"[""['программа 1с']""]","Рекомендации Зариповка Талия Гусмановна +79172992590 
У меня работает только ватсап +79053109593"
80,37,Male,UAE,"Team manager \ Hospitality, concierge business","Sales manager, account manager",,Higher education,10,"['Russian', 'English', 'German']",1,"[""['Sales Management'"", "" 'MS Outlook'"", "" 'Sales Skills'"", "" 'Windows Os'"", "" 'MS Office'"", "" 'Driving Licence B'"", "" 'Opera'"", "" 'Adobe Photoshop'"", "" 'Teambuilding'"", "" 'Presentation skills'"", "" 'Internet'"", "" 'Sabre'"", "" 'Time management'"", "" 'Business English'"", "" 'Phone Calls'"", "" 'Management Skills'"", "" 'Business Etiquette'"", "" 'Luxury products'"", "" 'Tableau'"", "" 'Genesys'"", "" 'ICBM']""]","Skilled with Tableau, ICBM, Genesys, Micros, Sabre, Fidelio, Amadeus systems, OPERA, Concierge Assistant, Apple Mac OS, Microsoft Windows,
Microsoft Office, Corel Draw, Adobe Photoshop etc. Advanced Internet skills
References available upon request.
Have a driver license. 
Ready for making the business trips. 
Fond of pro photography, cooking, music and travelling."
81,25,Мужчина,Турция,Программист Python,"Программист, разработчик",,Неоконченное высшее образование,,"['Русский', 'Английский']",1,"[""['Git'"", "" 'Linux'"", "" 'Python'"", "" 'Multithread Programming'"", "" 'С'"", "" 'TCP/IP'"", "" 'Асинхронное программирование']""]","Ориентирован на конечный результат - не хочу просто отбывать номер. Люблю учиться - делаю это быстро.
"
82,24,Мужчина,Турция,"Прдуктовый дизайнер интерфейсов, UX/UI","Дизайнер, художник",,Среднее специальное образование,0,"['Русский', 'Английский']",1,"[""['Adobe Photoshop'"", "" 'CSS'"", "" 'Figma1'"", "" 'UX1'"", "" 'UI1'"", "" 'Дизайн интерфейсов1'"", "" 'Веб-дизайн1'"", "" 'Ведение переговоров1'"", "" 'Проектирование пользовательских интерфейсов'"", "" 'HTML']""]",
83,20,Мужчина,Турция,Специалист технической поддержки,Специалист технической поддержки,,Среднее специальное образование,,['Русский'],0,"[""['Google Docs'"", "" 'MS PowerPoint'"", "" 'Пользователь ПК'"", "" 'Слепая печать'"", "" 'Высокая скорость печати'"", "" 'Стрессоустойчивость'"", "" 'Деловое общение'"", "" 'Работа с большим объемом информации'"", "" 'Грамотная речь'"", "" 'Умение работать в команде'"", "" 'Поиск информации в интернет'"", "" 'MS Excel'"", "" 'MS Word'"", "" 'CRM'"", "" 'Коммуникабельность'"", "" 'CMS'"", "" 'Jira'"", "" 'Intercom'"", "" 'Slack'"", "" 'Bitrix24'"", "" 'Confluence']""]","В данный момент нахожусь за границей, поэтому звонки принимать не могу. 
Telegram: https://t.me/Dreklon"
